record_id,year,session_type,quarter,date,player_id,course_id,time_seconds
R001000,2,practice,2,2022/6/15,P05,C8,137.598
R001001,2,practice,2,2022/6/15,P06,C1,81.991
R001002,2,practice,2,2022/6/15,P06,C2,105.892
R001003,2,practice,2,2022/6/15,P06,C3,121.597
R001004,2,practice,2,2022/6/15,P06,C4,97.92
R001005,2,practice,2,2022/6/15,P06,C5,73.449
R001006,2,practice,2,2022/6/15,P06,C6,115.262
R001007,2,practice,2,2022/6/15,P06,C7,144.343
R001008,2,practice,2,2022/6/15,P06,C8,130.763
R001009,2,practice,2,2022/6/15,P07,C1,82.034
R001010,2,practice,2,2022/6/15,P07,C2,102.933
R001011,2,practice,2,2022/6/15,P07,C3,126.896
R001012,2,practice,2,2022/6/15,P07,C4,94.838
R001013,2,practice,2,2022/6/15,P07,C5,73.28
R001014,2,practice,2,2022/6/15,P07,C6,113.939
R001015,2,practice,2,2022/6/15,P07,C7,144.338
R001016,2,practice,2,2022/6/15,P07,C8,130.092
R001017,2,practice,2,2022/6/15,P08,C1,86.334
R001018,2,practice,2,2022/6/15,P08,C2,114.284
R001019,2,practice,2,2022/6/15,P08,C3,129.563
R001020,2,practice,2,2022/6/15,P08,C4,105.419
R001021,2,practice,2,2022/6/15,P08,C5,77.519
R001022,2,practice,2,2022/6/15,P08,C6,122.021
R001023,2,practice,2,2022/6/15,P08,C7,155.577
R001024,2,practice,2,2022/6/15,P08,C8,137.117
R001025,2,practice,2,2022/6/15,P09,C1,77.522
R001026,2,practice,2,2022/6/15,P09,C2,101.859
R001027,2,practice,2,2022/6/15,P09,C3,122.303
R001028,2,practice,2,2022/6/15,P09,C4,93.936
R001029,2,practice,2,2022/6/15,P09,C5,69.688
R001030,2,practice,2,2022/6/15,P09,C6,109.353
R001031,2,practice,2,2022/6/15,P09,C7,138.509
R001032,2,practice,2,2022/6/15,P09,C8,125.637
R001033,2,practice,2,2022/6/15,P10,C1,75.4
R001034,2,practice,2,2022/6/15,P10,C2,99.074
R001035,2,practice,2,2022/6/15,P10,C3,110.935
R001036,2,practice,2,2022/6/15,P10,C4,91.931
R001037,2,practice,2,2022/6/15,P10,C5,68.054
R001038,2,practice,2,2022/6/15,P10,C6,106.59
R001039,2,practice,2,2022/6/15,P10,C7,137.409
R001040,2,practice,2,2022/6/15,P10,C8,123.225
R001041,2,practice,2,2022/6/15,P11,C1,86.071
R001042,2,practice,2,2022/6/15,P11,C2,111.506
R001043,2,practice,2,2022/6/15,P11,C3,127.486
R001044,2,practice,2,2022/6/15,P11,C4,103.39
R001045,2,practice,2,2022/6/15,P11,C5,77.959
R001046,2,practice,2,2022/6/15,P11,C6,121.803
R001047,2,practice,2,2022/6/15,P11,C7,154.718
R001048,2,practice,2,2022/6/15,P11,C8,136.661
R001049,2,practice,2,2022/6/15,P12,C1,81.153
R001050,2,practice,2,2022/6/15,P12,C2,107.701
R001051,2,practice,2,2022/6/15,P12,C3,119.507
R001052,2,practice,2,2022/6/15,P12,C4,98.455
R001053,2,practice,2,2022/6/15,P12,C5,74.313
R001054,2,practice,2,2022/6/15,P12,C6,117.005
R001055,2,practice,2,2022/6/15,P12,C7,145.225
R001056,2,practice,2,2022/6/15,P12,C8,132.527
R001057,2,practice,2,2022/6/15,P13,C1,86.215
R001058,2,practice,2,2022/6/15,P13,C2,105.464
R001059,2,practice,2,2022/6/15,P13,C3,121.689
R001060,2,practice,2,2022/6/15,P13,C4,97.557
R001061,2,practice,2,2022/6/15,P13,C5,73.733
R001062,2,practice,2,2022/6/15,P13,C6,114.775
R001063,2,practice,2,2022/6/15,P13,C7,147.098
R001064,2,practice,2,2022/6/15,P13,C8,130.599
R001065,2,practice,2,2022/6/15,P14,C1,86.578
R001066,2,practice,2,2022/6/15,P14,C2,112.252
R001067,2,practice,2,2022/6/15,P14,C3,128.77
R001068,2,practice,2,2022/6/15,P14,C4,106.893
R001069,2,practice,2,2022/6/15,P14,C5,77.868
R001070,2,practice,2,2022/6/15,P14,C6,120.811
R001071,2,practice,2,2022/6/15,P14,C7,155.239
R001072,2,practice,2,2022/6/15,P14,C8,136.142
R001073,2,practice,2,2022/6/15,P15,C1,75.817
R001074,2,practice,2,2022/6/15,P15,C2,100.227
R001075,2,practice,2,2022/6/15,P15,C3,111.631
R001076,2,practice,2,2022/6/15,P15,C4,92.563
R001077,2,practice,2,2022/6/15,P15,C5,70.404
R001078,2,practice,2,2022/6/15,P15,C6,107.873
R001079,2,practice,2,2022/6/15,P15,C7,137.12
R001080,2,practice,2,2022/6/15,P15,C8,123.765
R001081,2,practice,2,2022/6/15,P16,C1,78.16
R001082,2,practice,2,2022/6/15,P16,C2,101.21
R001083,2,practice,2,2022/6/15,P16,C3,114.882
R001084,2,practice,2,2022/6/15,P16,C4,95.16
R001085,2,practice,2,2022/6/15,P16,C5,68.277
R001086,2,practice,2,2022/6/15,P16,C6,114.118
R001087,2,practice,2,2022/6/15,P16,C7,139.88
R001088,2,practice,2,2022/6/15,P16,C8,126.859
R001089,2,practice,2,2022/6/15,P17,C1,85.098
R001090,2,practice,2,2022/6/15,P17,C2,111.103
R001091,2,practice,2,2022/6/15,P17,C3,126.818
R001092,2,practice,2,2022/6/15,P17,C4,102.277
R001093,2,practice,2,2022/6/15,P17,C5,77.727
R001094,2,practice,2,2022/6/15,P17,C6,119.81
R001095,2,practice,2,2022/6/15,P17,C7,152.407
R001096,2,practice,2,2022/6/15,P17,C8,135.222
R001097,2,practice,2,2022/6/15,P18,C1,76.679
R001098,2,practice,2,2022/6/15,P18,C2,101.081
R001099,2,practice,2,2022/6/15,P18,C3,111.981
R001100,2,practice,2,2022/6/15,P18,C4,94.788
R001101,2,practice,2,2022/6/15,P18,C5,69.189
R001102,2,practice,2,2022/6/15,P18,C6,113.391
R001103,2,practice,2,2022/6/15,P18,C7,137.937
R001104,2,practice,2,2022/6/15,P18,C8,124.307
R001105,2,practice,2,2022/6/15,P19,C1,83.092
R001106,2,practice,2,2022/6/15,P19,C2,107.28
R001107,2,practice,2,2022/6/15,P19,C3,122.33
R001108,2,practice,2,2022/6/15,P19,C4,104.364
R001109,2,practice,2,2022/6/15,P19,C5,78.448
R001110,2,practice,2,2022/6/15,P19,C6,115.843
R001111,2,practice,2,2022/6/15,P19,C7,156.927
R001112,2,practice,2,2022/6/15,P19,C8,135.204
R001113,2,practice,2,2022/6/15,P20,C1,83.411
R001114,2,practice,2,2022/6/15,P20,C2,108.681
R001115,2,practice,2,2022/6/15,P20,C3,123.129
R001116,2,practice,2,2022/6/15,P20,C4,100.253
R001117,2,practice,2,2022/6/15,P20,C5,74.55
R001118,2,practice,2,2022/6/15,P20,C6,116.601
R001119,2,practice,2,2022/6/15,P20,C7,148.955
R001120,2,practice,2,2022/6/15,P20,C8,132.452
R001121,2,practice,3,2022/9/15,P01,C1,80.293
R001122,2,practice,3,2022/9/15,P01,C2,107.563
R001123,2,practice,3,2022/9/15,P01,C3,129.539
R001124,2,practice,3,2022/9/15,P01,C4,105.293
R001125,2,practice,3,2022/9/15,P01,C5,76.319
R001126,2,practice,3,2022/9/15,P01,C6,116.136
R001127,2,practice,3,2022/9/15,P01,C7,147.444
R001128,2,practice,3,2022/9/15,P01,C8,133.149
R001129,2,practice,3,2022/9/15,P02,C1,82.857
R001130,2,practice,3,2022/9/15,P02,C2,106.085
R001131,2,practice,3,2022/9/15,P02,C3,129.772
R001132,2,practice,3,2022/9/15,P02,C4,98.283
R001133,2,practice,3,2022/9/15,P02,C5,74.479
R001134,2,practice,3,2022/9/15,P02,C6,118.892
R001135,2,practice,3,2022/9/15,P02,C7,149.536
R001136,2,practice,3,2022/9/15,P02,C8,131.563
R001137,2,practice,3,2022/9/15,P03,C1,90.059
R001138,2,practice,3,2022/9/15,P03,C2,109.929
R001139,2,practice,3,2022/9/15,P03,C3,123.107
R001140,2,practice,3,2022/9/15,P03,C4,103.675
R001141,2,practice,3,2022/9/15,P03,C5,79.665
R001142,2,practice,3,2022/9/15,P03,C6,123.794
R001143,2,practice,3,2022/9/15,P03,C7,159.285
R001144,2,practice,3,2022/9/15,P03,C8,135.242
R001145,2,practice,3,2022/9/15,P04,C1,85.571
R001146,2,practice,3,2022/9/15,P04,C2,107.91
R001147,2,practice,3,2022/9/15,P04,C3,118.984
R001148,2,practice,3,2022/9/15,P04,C4,99.435
R001149,2,practice,3,2022/9/15,P04,C5,74.96
R001150,2,practice,3,2022/9/15,P04,C6,120.192
R001151,2,practice,3,2022/9/15,P04,C7,145.922
R001152,2,practice,3,2022/9/15,P04,C8,135.094
R001153,2,practice,3,2022/9/15,P05,C1,89.494
R001154,2,practice,3,2022/9/15,P05,C2,114.386
R001155,2,practice,3,2022/9/15,P05,C3,134.058
R001156,2,practice,3,2022/9/15,P05,C4,105.573
R001157,2,practice,3,2022/9/15,P05,C5,78.369
R001158,2,practice,3,2022/9/15,P05,C6,123.639
R001159,2,practice,3,2022/9/15,P05,C7,158.946
R001160,2,practice,3,2022/9/15,P05,C8,136.096
R001161,2,practice,3,2022/9/15,P06,C1,82.253
R001162,2,practice,3,2022/9/15,P06,C2,105.406
R001163,2,practice,3,2022/9/15,P06,C3,121.783
R001164,2,practice,3,2022/9/15,P06,C4,97.683
R001165,2,practice,3,2022/9/15,P06,C5,73.793
R001166,2,practice,3,2022/9/15,P06,C6,115.413
R001167,2,practice,3,2022/9/15,P06,C7,147.13
R001168,2,practice,3,2022/9/15,P06,C8,130.781
R001169,2,practice,3,2022/9/15,P07,C1,82.082
R001170,2,practice,3,2022/9/15,P07,C2,107.049
R001171,2,practice,3,2022/9/15,P07,C3,122.606
R001172,2,practice,3,2022/9/15,P07,C4,101.513
R001173,2,practice,3,2022/9/15,P07,C5,72.305
R001174,2,practice,3,2022/9/15,P07,C6,115.528
R001175,2,practice,3,2022/9/15,P07,C7,147.325
R001176,2,practice,3,2022/9/15,P07,C8,130.708
R001177,2,practice,3,2022/9/15,P08,C1,85.863
R001178,2,practice,3,2022/9/15,P08,C2,113.113
R001179,2,practice,3,2022/9/15,P08,C3,129.41
R001180,2,practice,3,2022/9/15,P08,C4,104.094
R001181,2,practice,3,2022/9/15,P08,C5,77.93
R001182,2,practice,3,2022/9/15,P08,C6,121.675
R001183,2,practice,3,2022/9/15,P08,C7,155.457
R001184,2,practice,3,2022/9/15,P08,C8,137.929
R001185,2,practice,3,2022/9/15,P09,C1,82.595
R001186,2,practice,3,2022/9/15,P09,C2,100.867
R001187,2,practice,3,2022/9/15,P09,C3,124.3
R001188,2,practice,3,2022/9/15,P09,C4,94.061
R001189,2,practice,3,2022/9/15,P09,C5,69.397
R001190,2,practice,3,2022/9/15,P09,C6,108.22
R001191,2,practice,3,2022/9/15,P09,C7,145.392
R001192,2,practice,3,2022/9/15,P09,C8,125.308
R001193,2,practice,3,2022/9/15,P10,C1,77.467
R001194,2,practice,3,2022/9/15,P10,C2,98.766
R001195,2,practice,3,2022/9/15,P10,C3,110.502
R001196,2,practice,3,2022/9/15,P10,C4,91.681
R001197,2,practice,3,2022/9/15,P10,C5,67.862
R001198,2,practice,3,2022/9/15,P10,C6,106.273
R001199,2,practice,3,2022/9/15,P10,C7,135.495
R001200,2,practice,3,2022/9/15,P10,C8,122.737
R001201,2,practice,3,2022/9/15,P11,C1,86.263
R001202,2,practice,3,2022/9/15,P11,C2,112.112
R001203,2,practice,3,2022/9/15,P11,C3,127.576
R001204,2,practice,3,2022/9/15,P11,C4,106.32
R001205,2,practice,3,2022/9/15,P11,C5,76.992
R001206,2,practice,3,2022/9/15,P11,C6,121.134
R001207,2,practice,3,2022/9/15,P11,C7,152.436
R001208,2,practice,3,2022/9/15,P11,C8,138.307
R001209,2,practice,3,2022/9/15,P12,C1,82.867
R001210,2,practice,3,2022/9/15,P12,C2,101.059
R001211,2,practice,3,2022/9/15,P12,C3,117.333
R001212,2,practice,3,2022/9/15,P12,C4,95.33
R001213,2,practice,3,2022/9/15,P12,C5,69.179
R001214,2,practice,3,2022/9/15,P12,C6,110.83
R001215,2,practice,3,2022/9/15,P12,C7,142.259
R001216,2,practice,3,2022/9/15,P12,C8,128.996
R001217,2,practice,3,2022/9/15,P13,C1,82.004
R001218,2,practice,3,2022/9/15,P13,C2,106.538
R001219,2,practice,3,2022/9/15,P13,C3,121.153
R001220,2,practice,3,2022/9/15,P13,C4,97.479
R001221,2,practice,3,2022/9/15,P13,C5,73.471
R001222,2,practice,3,2022/9/15,P13,C6,114.45
R001223,2,practice,3,2022/9/15,P13,C7,146.677
R001224,2,practice,3,2022/9/15,P13,C8,130.1
R001225,2,practice,3,2022/9/15,P14,C1,87.142
R001226,2,practice,3,2022/9/15,P14,C2,113.483
R001227,2,practice,3,2022/9/15,P14,C3,129.155
R001228,2,practice,3,2022/9/15,P14,C4,107.066
R001229,2,practice,3,2022/9/15,P14,C5,78.375
R001230,2,practice,3,2022/9/15,P14,C6,122.902
R001231,2,practice,3,2022/9/15,P14,C7,155.778
R001232,2,practice,3,2022/9/15,P14,C8,138.685
R001233,2,practice,3,2022/9/15,P15,C1,75.779
R001234,2,practice,3,2022/9/15,P15,C2,99.445
R001235,2,practice,3,2022/9/15,P15,C3,115.235
R001236,2,practice,3,2022/9/15,P15,C4,92.161
R001237,2,practice,3,2022/9/15,P15,C5,68.48
R001238,2,practice,3,2022/9/15,P15,C6,106.879
R001239,2,practice,3,2022/9/15,P15,C7,136.475
R001240,2,practice,3,2022/9/15,P15,C8,123.418
R001241,2,practice,3,2022/9/15,P16,C1,80.787
R001242,2,practice,3,2022/9/15,P16,C2,102.523
R001243,2,practice,3,2022/9/15,P16,C3,120.98
R001244,2,practice,3,2022/9/15,P16,C4,97.837
R001245,2,practice,3,2022/9/15,P16,C5,75.751
R001246,2,practice,3,2022/9/15,P16,C6,113.637
R001247,2,practice,3,2022/9/15,P16,C7,143.227
R001248,2,practice,3,2022/9/15,P16,C8,129.679
R001249,2,practice,3,2022/9/15,P17,C1,85.74
R001250,2,practice,3,2022/9/15,P17,C2,112.197
R001251,2,practice,3,2022/9/15,P17,C3,127.016
R001252,2,practice,3,2022/9/15,P17,C4,103.22
R001253,2,practice,3,2022/9/15,P17,C5,77.25
R001254,2,practice,3,2022/9/15,P17,C6,120.234
R001255,2,practice,3,2022/9/15,P17,C7,153.39
R001256,2,practice,3,2022/9/15,P17,C8,136.151
R001257,2,practice,3,2022/9/15,P18,C1,76.087
R001258,2,practice,3,2022/9/15,P18,C2,100.691
R001259,2,practice,3,2022/9/15,P18,C3,112.502
R001260,2,practice,3,2022/9/15,P18,C4,92.845
R001261,2,practice,3,2022/9/15,P18,C5,68.944
R001262,2,practice,3,2022/9/15,P18,C6,109.424
R001263,2,practice,3,2022/9/15,P18,C7,138.001
R001264,2,practice,3,2022/9/15,P18,C8,124.37
R001265,2,practice,3,2022/9/15,P19,C1,88.304
R001266,2,practice,3,2022/9/15,P19,C2,107.642
R001267,2,practice,3,2022/9/15,P19,C3,120.421
R001268,2,practice,3,2022/9/15,P19,C4,102.116
R001269,2,practice,3,2022/9/15,P19,C5,80.206
R001270,2,practice,3,2022/9/15,P19,C6,122.037
R001271,2,practice,3,2022/9/15,P19,C7,156.962
R001272,2,practice,3,2022/9/15,P19,C8,137.282
R001273,2,practice,3,2022/9/15,P20,C1,82.457
R001274,2,practice,3,2022/9/15,P20,C2,107.65
R001275,2,practice,3,2022/9/15,P20,C3,122.953
R001276,2,practice,3,2022/9/15,P20,C4,99.519
R001277,2,practice,3,2022/9/15,P20,C5,74.052
R001278,2,practice,3,2022/9/15,P20,C6,116.228
R001279,2,practice,3,2022/9/15,P20,C7,148.819
R001280,2,practice,3,2022/9/15,P20,C8,131.881
R001281,2,practice,4,2022/12/15,P01,C1,87.835
R001282,2,practice,4,2022/12/15,P01,C2,107.722
R001283,2,practice,4,2022/12/15,P01,C3,132.826
R001284,2,practice,4,2022/12/15,P01,C4,99.421
R001285,2,practice,4,2022/12/15,P01,C5,79.194
R001286,2,practice,4,2022/12/15,P01,C6,120.155
R001287,2,practice,4,2022/12/15,P01,C7,149.39
R001288,2,practice,4,2022/12/15,P01,C8,135.088
R001289,2,practice,4,2022/12/15,P02,C1,82.255
R001290,2,practice,4,2022/12/15,P02,C2,105.181
R001291,2,practice,4,2022/12/15,P02,C3,122.231
R001292,2,practice,4,2022/12/15,P02,C4,97.94
R001293,2,practice,4,2022/12/15,P02,C5,73.86
R001294,2,practice,4,2022/12/15,P02,C6,113.398
R001295,2,practice,4,2022/12/15,P02,C7,152.148
R001296,2,practice,4,2022/12/15,P02,C8,130.852
R001297,2,practice,4,2022/12/15,P03,C1,87.376
R001298,2,practice,4,2022/12/15,P03,C2,114.373
R001299,2,practice,4,2022/12/15,P03,C3,129.518
R001300,2,practice,4,2022/12/15,P03,C4,101.348
R001301,2,practice,4,2022/12/15,P03,C5,78.935
R001302,2,practice,4,2022/12/15,P03,C6,122.004
R001303,2,practice,4,2022/12/15,P03,C7,155.067
R001304,2,practice,4,2022/12/15,P03,C8,135.156
R001305,2,practice,4,2022/12/15,P04,C1,84.204
R001306,2,practice,4,2022/12/15,P04,C2,107.458
R001307,2,practice,4,2022/12/15,P04,C3,124.266
R001308,2,practice,4,2022/12/15,P04,C4,103.435
R001309,2,practice,4,2022/12/15,P04,C5,74.44
R001310,2,practice,4,2022/12/15,P04,C6,116.478
R001311,2,practice,4,2022/12/15,P04,C7,146.923
R001312,2,practice,4,2022/12/15,P04,C8,132.931
R001313,2,practice,4,2022/12/15,P05,C1,83.905
R001314,2,practice,4,2022/12/15,P05,C2,115.768
R001315,2,practice,4,2022/12/15,P05,C3,133.809
R001316,2,practice,4,2022/12/15,P05,C4,107.038
R001317,2,practice,4,2022/12/15,P05,C5,76.133
R001318,2,practice,4,2022/12/15,P05,C6,124.293
R001319,2,practice,4,2022/12/15,P05,C7,160.516
R001320,2,practice,4,2022/12/15,P05,C8,138.078
R001321,2,practice,4,2022/12/15,P06,C1,81.522
R001322,2,practice,4,2022/12/15,P06,C2,105.191
R001323,2,practice,4,2022/12/15,P06,C3,121.389
R001324,2,practice,4,2022/12/15,P06,C4,97.433
R001325,2,practice,4,2022/12/15,P06,C5,73.578
R001326,2,practice,4,2022/12/15,P06,C6,114.847
R001327,2,practice,4,2022/12/15,P06,C7,146.98
R001328,2,practice,4,2022/12/15,P06,C8,130.311
R001329,2,practice,4,2022/12/15,P07,C1,87.161
R001330,2,practice,4,2022/12/15,P07,C2,107.44
R001331,2,practice,4,2022/12/15,P07,C3,121.446
R001332,2,practice,4,2022/12/15,P07,C4,100.678
R001333,2,practice,4,2022/12/15,P07,C5,73.035
R001334,2,practice,4,2022/12/15,P07,C6,115.137
R001335,2,practice,4,2022/12/15,P07,C7,149.46
R001336,2,practice,4,2022/12/15,P07,C8,132.223
R001337,2,practice,4,2022/12/15,P08,C1,87.211
R001338,2,practice,4,2022/12/15,P08,C2,113.374
R001339,2,practice,4,2022/12/15,P08,C3,128.918
R001340,2,practice,4,2022/12/15,P08,C4,104.621
R001341,2,practice,4,2022/12/15,P08,C5,78.32
R001342,2,practice,4,2022/12/15,P08,C6,122.664
R001343,2,practice,4,2022/12/15,P08,C7,155.515
R001344,2,practice,4,2022/12/15,P08,C8,138.608
R001345,2,practice,4,2022/12/15,P09,C1,76.897
R001346,2,practice,4,2022/12/15,P09,C2,100.88
R001347,2,practice,4,2022/12/15,P09,C3,112.867
R001348,2,practice,4,2022/12/15,P09,C4,93.784
R001349,2,practice,4,2022/12/15,P09,C5,69.71
R001350,2,practice,4,2022/12/15,P09,C6,108.249
R001351,2,practice,4,2022/12/15,P09,C7,138.359
R001352,2,practice,4,2022/12/15,P09,C8,125.753
R001353,2,practice,4,2022/12/15,P10,C1,76.958
R001354,2,practice,4,2022/12/15,P10,C2,98.942
R001355,2,practice,4,2022/12/15,P10,C3,114.057
R001356,2,practice,4,2022/12/15,P10,C4,91.867
R001357,2,practice,4,2022/12/15,P10,C5,68.939
R001358,2,practice,4,2022/12/15,P10,C6,106.442
R001359,2,practice,4,2022/12/15,P10,C7,135.898
R001360,2,practice,4,2022/12/15,P10,C8,122.842
R001361,2,practice,4,2022/12/15,P11,C1,87.94
R001362,2,practice,4,2022/12/15,P11,C2,113.7
R001363,2,practice,4,2022/12/15,P11,C3,128.62
R001364,2,practice,4,2022/12/15,P11,C4,107.582
R001365,2,practice,4,2022/12/15,P11,C5,78.765
R001366,2,practice,4,2022/12/15,P11,C6,122.565
R001367,2,practice,4,2022/12/15,P11,C7,156.488
R001368,2,practice,4,2022/12/15,P11,C8,138.436
R001369,2,practice,4,2022/12/15,P12,C1,85.365
R001370,2,practice,4,2022/12/15,P12,C2,106.831
R001371,2,practice,4,2022/12/15,P12,C3,131.061
R001372,2,practice,4,2022/12/15,P12,C4,98.356
R001373,2,practice,4,2022/12/15,P12,C5,75.275
R001374,2,practice,4,2022/12/15,P12,C6,118.471
R001375,2,practice,4,2022/12/15,P12,C7,153.421
R001376,2,practice,4,2022/12/15,P12,C8,131.737
R001377,2,practice,4,2022/12/15,P13,C1,82.295
R001378,2,practice,4,2022/12/15,P13,C2,107.103
R001379,2,practice,4,2022/12/15,P13,C3,121.713
R001380,2,practice,4,2022/12/15,P13,C4,100.755
R001381,2,practice,4,2022/12/15,P13,C5,73.442
R001382,2,practice,4,2022/12/15,P13,C6,114.986
R001383,2,practice,4,2022/12/15,P13,C7,146.653
R001384,2,practice,4,2022/12/15,P13,C8,130.275
R001385,2,practice,4,2022/12/15,P14,C1,86.532
R001386,2,practice,4,2022/12/15,P14,C2,112.606
R001387,2,practice,4,2022/12/15,P14,C3,128.729
R001388,2,practice,4,2022/12/15,P14,C4,105.595
R001389,2,practice,4,2022/12/15,P14,C5,77.665
R001390,2,practice,4,2022/12/15,P14,C6,121.778
R001391,2,practice,4,2022/12/15,P14,C7,155.036
R001392,2,practice,4,2022/12/15,P14,C8,137.004
R001393,2,practice,4,2022/12/15,P15,C1,77.888
R001394,2,practice,4,2022/12/15,P15,C2,99.86
R001395,2,practice,4,2022/12/15,P15,C3,110.631
R001396,2,practice,4,2022/12/15,P15,C4,92.6
R001397,2,practice,4,2022/12/15,P15,C5,67.874
R001398,2,practice,4,2022/12/15,P15,C6,107.275
R001399,2,practice,4,2022/12/15,P15,C7,136.703
R001400,2,practice,4,2022/12/15,P15,C8,123.538
R001401,2,practice,4,2022/12/15,P16,C1,80.584
R001402,2,practice,4,2022/12/15,P16,C2,111.343
R001403,2,practice,4,2022/12/15,P16,C3,118.054
R001404,2,practice,4,2022/12/15,P16,C4,99.28
R001405,2,practice,4,2022/12/15,P16,C5,72.701
R001406,2,practice,4,2022/12/15,P16,C6,117.874
R001407,2,practice,4,2022/12/15,P16,C7,152.223
R001408,2,practice,4,2022/12/15,P16,C8,130.634
R001409,2,practice,4,2022/12/15,P17,C1,85.973
R001410,2,practice,4,2022/12/15,P17,C2,111.689
R001411,2,practice,4,2022/12/15,P17,C3,127.655
R001412,2,practice,4,2022/12/15,P17,C4,101.301
R001413,2,practice,4,2022/12/15,P17,C5,77.12
R001414,2,practice,4,2022/12/15,P17,C6,119.704
R001415,2,practice,4,2022/12/15,P17,C7,152.885
R001416,2,practice,4,2022/12/15,P17,C8,136.232
R001417,2,practice,4,2022/12/15,P18,C1,75.483
R001418,2,practice,4,2022/12/15,P18,C2,100.072
R001419,2,practice,4,2022/12/15,P18,C3,115.325
R001420,2,practice,4,2022/12/15,P18,C4,92.2
R001421,2,practice,4,2022/12/15,P18,C5,72.618
R001422,2,practice,4,2022/12/15,P18,C6,107.7
R001423,2,practice,4,2022/12/15,P18,C7,144.676
R001424,2,practice,4,2022/12/15,P18,C8,124.211
R001425,2,practice,4,2022/12/15,P19,C1,90.153
R001426,2,practice,4,2022/12/15,P19,C2,109.251
R001427,2,practice,4,2022/12/15,P19,C3,133.829
R001428,2,practice,4,2022/12/15,P19,C4,104.523
R001429,2,practice,4,2022/12/15,P19,C5,79.195
R001430,2,practice,4,2022/12/15,P19,C6,124.8
R001431,2,practice,4,2022/12/15,P19,C7,157.029
R001432,2,practice,4,2022/12/15,P19,C8,134.689
R001433,2,practice,4,2022/12/15,P20,C1,82.787
R001434,2,practice,4,2022/12/15,P20,C2,106.151
R001435,2,practice,4,2022/12/15,P20,C3,122.952
R001436,2,practice,4,2022/12/15,P20,C4,100.337
R001437,2,practice,4,2022/12/15,P20,C5,75.849
R001438,2,practice,4,2022/12/15,P20,C6,116.364
R001439,2,practice,4,2022/12/15,P20,C7,148.738
R001440,2,practice,4,2022/12/15,P20,C8,132.777
R001441,2,tournament,,2022/11/3,P01,C1,95.617
R001442,2,tournament,,2022/11/3,P01,C2,121.553
R001443,2,tournament,,2022/11/3,P01,C3,139.874
R001444,2,tournament,,2022/11/3,P01,C4,106.036
R001445,2,tournament,,2022/11/3,P01,C5,85.484
R001446,2,tournament,,2022/11/3,P01,C6,130.033
R001447,2,tournament,,2022/11/3,P01,C7,154.358
R001448,2,tournament,,2022/11/3,P01,C8,142.146
R001449,2,tournament,,2022/11/3,P02,C1,82.811
R001450,2,tournament,,2022/11/3,P02,C2,106.139
R001451,2,tournament,,2022/11/3,P02,C3,122.329
R001452,2,tournament,,2022/11/3,P02,C4,98.264
R001453,2,tournament,,2022/11/3,P02,C5,74.17
R001454,2,tournament,,2022/11/3,P02,C6,115.827
R001455,2,tournament,,2022/11/3,P02,C7,147.747
R001456,2,tournament,,2022/11/3,P02,C8,130.85
R001457,2,tournament,,2022/11/3,P03,C1,86.739
R001458,2,tournament,,2022/11/3,P03,C2,108.101
R001459,2,tournament,,2022/11/3,P03,C3,130.431
R001460,2,tournament,,2022/11/3,P03,C4,99.737
R001461,2,tournament,,2022/11/3,P03,C5,72.156
R001462,2,tournament,,2022/11/3,P03,C6,120.651
R001463,2,tournament,,2022/11/3,P03,C7,155.899
R001464,2,tournament,,2022/11/3,P03,C8,134.256
R001465,2,tournament,,2022/11/3,P04,C1,87.133
R001466,2,tournament,,2022/11/3,P04,C2,110.339
R001467,2,tournament,,2022/11/3,P04,C3,126.668
R001468,2,tournament,,2022/11/3,P04,C4,102.649
R001469,2,tournament,,2022/11/3,P04,C5,78.527
R001470,2,tournament,,2022/11/3,P04,C6,119.957
R001471,2,tournament,,2022/11/3,P04,C7,156.808
R001472,2,tournament,,2022/11/3,P04,C8,135.975
R001473,2,tournament,,2022/11/3,P05,C1,85.213
R001474,2,tournament,,2022/11/3,P05,C2,107.316
R001475,2,tournament,,2022/11/3,P05,C3,118.472
R001476,2,tournament,,2022/11/3,P05,C4,101.259
R001477,2,tournament,,2022/11/3,P05,C5,72.852
R001478,2,tournament,,2022/11/3,P05,C6,114.744
R001479,2,tournament,,2022/11/3,P05,C7,152.483
R001480,2,tournament,,2022/11/3,P05,C8,133.136
R001481,2,tournament,,2022/11/3,P06,C1,81.065
R001482,2,tournament,,2022/11/3,P06,C2,103.619
R001483,2,tournament,,2022/11/3,P06,C3,119.899
R001484,2,tournament,,2022/11/3,P06,C4,96.324
R001485,2,tournament,,2022/11/3,P06,C5,72.827
R001486,2,tournament,,2022/11/3,P06,C6,113.415
R001487,2,tournament,,2022/11/3,P06,C7,144.946
R001488,2,tournament,,2022/11/3,P06,C8,128.63
R001489,2,tournament,,2022/11/3,P07,C1,86.666
R001490,2,tournament,,2022/11/3,P07,C2,104.046
R001491,2,tournament,,2022/11/3,P07,C3,129.513
R001492,2,tournament,,2022/11/3,P07,C4,98.555
R001493,2,tournament,,2022/11/3,P07,C5,72.47
R001494,2,tournament,,2022/11/3,P07,C6,114.703
R001495,2,tournament,,2022/11/3,P07,C7,146.855
R001496,2,tournament,,2022/11/3,P07,C8,131.039
R001497,2,tournament,,2022/11/3,P08,C1,87.973
