date,frame,dayofweek,is_holiday,temp,weather,power_result,power_prediction,usage_rate,power_supply,sell_amount,buy_amount,contracted_amount,tokyo_price
2024/08/31,44,5,0,26.7,,3263,3263,0.73,4411,23895050,18311350,13243450,14.51
2024/08/31,45,5,0,26.1,,3096,3123,0.71,4318,24176250,17976800,12975450,13.27
2024/08/31,46,5,0,26.1,,3096,3123,0.71,4318,24187750,17577050,12872200,12.66
2024/08/31,47,5,0,25.6,,2928,2964,0.7,4131,23656350,17376000,13083850,12.5
2024/08/31,48,5,0,25.6,,2928,2964,0.7,4131,22663950,16382700,12769450,12.07
2024/09/01,1,6,0,24.8,,2704,2730,0.88,3057,22981850,16364150,12501100,17.15
2024/09/01,2,6,0,24.8,,2704,2730,0.88,3057,24660850,16718350,12328250,16.99
2024/09/01,3,6,0,24.3,,2537,2553,0.87,2910,25744300,16481900,12286950,13.96
2024/09/01,4,6,0,24.3,,2537,2553,0.87,2910,26321150,16107550,12365550,12.66
2024/09/01,5,6,0,24.0,,2447,2465,0.84,2902,26424550,16102000,12295600,14.6
2024/09/01,6,6,0,24.0,,2447,2465,0.84,2902,26207300,16089150,12272250,13.67
2024/09/01,7,6,0,24.1,rain,2431,2446,0.83,2911,25924450,16055950,12219650,13.58
2024/09/01,8,6,0,24.1,,2431,2446,0.83,2911,25820750,15883850,12156300,12.51
2024/09/01,9,6,0,23.7,,2427,2434,0.84,2872,25874050,16046750,12145250,12.66
2024/09/01,10,6,0,23.7,,2427,2434,0.84,2872,25940650,16004900,12223100,12.51
2024/09/01,11,6,0,23.8,,2438,2446,0.85,2855,26030350,16188500,12237050,12.65
2024/09/01,12,6,0,23.8,,2438,2446,0.85,2855,26469500,15971650,12286350,12.51
2024/09/01,13,6,0,24.0,slightly_cloudy,2466,2498,0.84,2907,27242750,16389850,12606300,12.57
2024/09/01,14,6,0,24.0,,2466,2498,0.84,2907,28514750,16832450,13079300,12.57
2024/09/01,15,6,0,24.6,,2665,2683,0.87,3053,29413850,18025650,13675200,16.34
2024/09/01,16,6,0,24.6,,2665,2683,0.87,3053,29848600,18464050,14144200,15.06
2024/09/01,17,6,0,26.5,,2892,2937,0.81,3563,30169800,19119900,14897750,12.62
2024/09/01,18,6,0,26.5,,2892,2937,0.81,3563,30283250,19531850,15447050,12.59
2024/09/01,19,6,0,26.8,rain,3171,3222,0.82,3867,30811550,19734200,15968600,12.66
2024/09/01,20,6,0,26.8,,3171,3222,0.82,3867,31208850,20216400,16430150,12.74
2024/09/01,21,6,0,29.0,,3371,3412,0.84,3974,31314050,20258300,16719750,12.59
2024/09/01,22,6,0,29.0,,3371,3412,0.84,3974,31463300,20502650,16954700,12.46
2024/09/01,23,6,0,29.1,,3462,3540,0.85,4039,31431300,20846000,17258650,12.43
2024/09/01,24,6,0,29.1,,3462,3540,0.85,4039,31383150,20951350,17224600,12.43
2024/09/01,25,6,0,28.2,cloudy,3483,3610,0.84,4117,30718850,21678700,17428500,12.55
2024/09/01,26,6,0,28.2,,3483,3610,0.84,4117,30186150,21803350,17381750,12.66
2024/09/01,27,6,0,27.9,,3516,3644,0.85,4111,29972300,21717250,17253400,12.76
2024/09/01,28,6,0,27.9,,3516,3644,0.85,4111,29343650,21674850,16907000,14.31
2024/09/01,29,6,0,26.2,,3525,3583,0.86,4084,29057450,21444450,16565750,15.0
2024/09/01,30,6,0,26.2,,3525,3583,0.86,4084,29462050,21715350,16949350,13.63
2024/09/01,31,6,0,27.6,rain,3486,3573,0.85,4080,28591450,21370900,16838100,17.08
2024/09/01,32,6,0,27.6,,3486,3573,0.85,4080,27110850,21266600,16524100,16.0
2024/09/01,33,6,0,27.8,,3498,3560,0.85,4088,26294350,20829300,16125800,14.15
2024/09/01,34,6,0,27.8,,3498,3560,0.85,4088,24869350,20903150,15749450,16.88
2024/09/01,35,6,0,27.2,,3564,3573,0.84,4207,24161850,20931400,15388550,17.21
2024/09/01,36,6,0,27.2,,3564,3573,0.84,4207,23400750,21300400,15470900,18.34
2024/09/01,37,6,0,26.4,thunder,3648,3632,0.83,4373,22726800,21407500,15376550,19.0
2024/09/01,38,6,0,26.4,,3648,3632,0.83,4373,22575650,21351750,15374950,19.0
2024/09/01,39,6,0,26.2,,3586,3572,0.8,4457,22552900,21373650,15349900,19.0
2024/09/01,40,6,0,26.2,,3586,3572,0.8,4457,22673100,20903800,15219900,18.34
2024/09/01,41,6,0,26.4,,3455,3448,0.77,4452,22896600,20459600,14935300,17.27
2024/09/01,42,6,0,26.4,,3455,3448,0.77,4452,23209950,19904050,14588700,17.03
2024/09/01,43,6,0,26.3,rain,3292,3283,0.74,4446,23690900,19751550,14360750,15.86
2024/09/01,44,6,0,26.3,,3292,3283,0.74,4446,24099850,19386200,14086050,15.24
2024/09/01,45,6,0,26.2,,3106,3125,0.71,4323,23453700,18504350,13296950,14.28
2024/09/01,46,6,0,26.2,,3106,3125,0.71,4323,23576150,18254500,13343650,14.29
2024/09/01,47,6,0,26.0,,2948,2956,0.7,4166,23522100,17301650,12712850,12.7
2024/09/01,48,6,0,26.0,,2948,2956,0.7,4166,22730850,16589350,12370750,13.29
2024/09/02,1,0,0,26.6,,2749,2725,0.86,3167,22998100,17212650,13071050,16.73
2024/09/02,2,0,0,26.6,,2749,2725,0.86,3167,24962950,17551550,13289050,13.63
2024/09/02,3,0,0,26.4,,2604,2574,0.82,3157,25766700,17453650,13285200,13.31
2024/09/02,4,0,0,26.4,,2604,2574,0.82,3157,26165450,17313150,13218550,13.15
2024/09/02,5,0,0,26.3,,2529,2516,0.8,3133,26674750,17127750,13079900,12.95
2024/09/02,6,0,0,26.3,,2529,2516,0.8,3133,27021650,17033650,12992600,12.84
2024/09/02,7,0,0,26.2,sunny,2529,2528,0.8,3139,27012850,17031500,12953750,12.84
2024/09/02,8,0,0,26.2,,2529,2528,0.8,3139,27077250,17124850,13017550,12.84
2024/09/02,9,0,0,26.5,,2561,2549,0.81,3139,27260450,17186850,13034600,12.84
2024/09/02,10,0,0,26.5,,2561,2549,0.81,3139,27277200,17286950,13012900,12.95
2024/09/02,11,0,0,25.8,,2649,2637,0.82,3207,26633700,17562100,13157350,13.04
2024/09/02,12,0,0,25.8,,2649,2637,0.82,3207,26468050,17714250,13269550,13.03
2024/09/02,13,0,0,25.8,sunny,2926,2899,0.84,3446,27043900,18238900,13589450,13.33
2024/09/02,14,0,0,25.8,,2926,2899,0.84,3446,27506900,18735100,14299500,13.59
2024/09/02,15,0,0,27.2,,3452,3415,0.87,3928,27888350,19612150,14921750,13.36
2024/09/02,16,0,0,27.2,,3452,3415,0.87,3928,26883900,20475050,15661750,13.18
2024/09/02,17,0,0,29.8,,4102,4143,0.86,4758,25203450,20633700,16508900,12.44
2024/09/02,18,0,0,29.8,,4102,4143,0.86,4758,25049500,21677450,17060850,12.47
2024/09/02,19,0,0,30.1,sunny,4585,4673,0.89,5112,24999800,22745500,17828050,12.67
2024/09/02,20,0,0,30.1,,4585,4673,0.89,5112,25911600,23383700,18361550,12.84
2024/09/02,21,0,0,32.3,,4806,4852,0.89,5350,27053950,23997400,19309200,12.6
2024/09/02,22,0,0,32.3,,4806,4852,0.89,5350,27972500,24334800,19675650,12.6
2024/09/02,23,0,0,32.5,,4976,4979,0.9,5470,28051800,24814750,19847900,12.74
2024/09/02,24,0,0,32.5,,4976,4979,0.9,5470,28055850,24826550,19985950,12.65
2024/09/02,25,0,0,33.1,sunny,4929,4946,0.9,5450,28487900,24099050,19985650,12.59
2024/09/02,26,0,0,33.1,,4929,4946,0.9,5450,28380600,23985450,19763850,12.6
2024/09/02,27,0,0,33.5,,5058,5085,0.9,5564,27953450,25010250,19726700,13.63
2024/09/02,28,0,0,33.5,,5058,5085,0.9,5564,27380200,25506700,20252450,17.24
2024/09/02,29,0,0,32.6,,5035,5040,0.9,5575,26869250,25624900,20231500,17.45
2024/09/02,30,0,0,32.6,,5035,5040,0.9,5575,25941050,25315350,19825500,19.9
2024/09/02,31,0,0,32.6,sunny,4985,4990,0.89,5589,25248650,25003800,19538400,19.9
2024/09/02,32,0,0,32.6,,4985,4990,0.89,5589,24049250,24867700,18861950,20.79
2024/09/02,33,0,0,31.4,,4936,4895,0.91,5413,23121150,24886500,18421550,20.0
2024/09/02,34,0,0,31.4,,4936,4895,0.91,5413,22881100,24828700,17736000,20.79
2024/09/02,35,0,0,30.1,,4687,4613,0.89,5222,22294800,24208450,17376250,20.79
2024/09/02,36,0,0,30.1,,4687,4613,0.89,5222,21700700,23966800,16883950,20.79
2024/09/02,37,0,0,29.7,sunny,4525,4501,0.86,5207,21479850,23685450,16718850,20.79
2024/09/02,38,0,0,29.7,,4525,4501,0.86,5207,21840500,23173750,16597200,20.79
2024/09/02,39,0,0,29.1,,4302,4340,0.82,5185,21960200,22075250,15982800,19.27
2024/09/02,40,0,0,29.1,,4302,4340,0.82,5185,22350500,21191900,15966950,18.02
2024/09/02,41,0,0,29.0,,4043,4088,0.79,5067,21803000,19909750,14660800,17.17
2024/09/02,42,0,0,29.0,,4043,4088,0.79,5067,21946150,19697350,14312300,17.0
2024/09/02,43,0,0,28.5,clear,3795,3809,0.77,4920,22278450,19291450,14034300,15.32
2024/09/02,44,0,0,28.5,,3795,3809,0.77,4920,23404600,18717300,13514850,14.24
2024/09/02,45,0,0,28.4,,3590,3588,0.74,4798,23872700,18408100,13278700,14.0
2024/09/02,46,0,0,28.4,,3590,3588,0.74,4798,24261000,18144000,13157600,14.0
2024/09/02,47,0,0,28.4,,3351,3345,0.71,4702,24124600,17562600,13039050,13.34
2024/09/02,48,0,0,28.4,,3351,3345,0.71,4702,23102000,16497650,12547000,13.29
2024/09/03,1,1,0,27.4,,3061,3061,0.87,3485,22151550,17685400,13365550,12.59
2024/09/03,2,1,0,27.4,,3061,3061,0.87,3485,24676500,17874950,12700700,14.0
2024/09/03,3,1,0,26.6,,2858,2861,0.86,3295,25971150,17734200,12528900,13.56
2024/09/03,4,1,0,26.6,,2858,2861,0.86,3295,26492850,17498250,12653000,13.32
2024/09/03,5,1,0,26.5,,2750,2760,0.82,3326,26627400,17669250,12608250,13.32
2024/09/03,6,1,0,26.5,,2750,2760,0.82,3326,26638550,17591600,12600650,13.32
2024/09/03,7,1,0,25.7,sunny,2710,2719,0.81,3315,26610800,17537800,12596900,13.32
2024/09/03,8,1,0,25.7,,2710,2719,0.81,3315,26682000,17526150,12703650,13.32
2024/09/03,9,1,0,25.9,,2718,2720,0.82,3310,26684150,17493650,12713300,13.32
2024/09/03,10,1,0,25.9,,2718,2720,0.82,3310,26692650,17519000,12655200,13.32
2024/09/03,11,1,0,26.1,,2784,2778,0.83,3327,26482600,17667700,12704200,13.32
2024/09/03,12,1,0,26.1,,2784,2778,0.83,3327,26430350,17851900,12808800,13.32
2024/09/03,13,1,0,25.2,rain,2981,3006,0.86,3432,26993450,18078250,12921200,13.32
2024/09/03,14,1,0,25.2,,2981,3006,0.86,3432,27297200,18886100,13077850,13.32
2024/09/03,15,1,0,25.2,,3321,3420,0.86,3828,27740300,19352600,13942950,13.32
2024/09/03,16,1,0,25.2,,3321,3420,0.86,3828,26474750,20193600,14609400,13.32
2024/09/03,17,1,0,25.0,,3725,3902,0.85,4368,25694100,20031400,15587000,12.35
2024/09/03,18,1,0,25.0,,3725,3902,0.85,4368,25389900,21152200,16164100,12.59
2024/09/03,19,1,0,24.9,cloudy,3940,4135,0.84,4661,25972800,21645450,16703650,12.58
2024/09/03,20,1,0,24.9,,3940,4135,0.84,4661,26345000,22392750,17202800,12.69
2024/09/03,21,1,0,25.7,,4002,4172,0.84,4755,27040350,23204750,18005300,12.81
2024/09/03,22,1,0,25.7,,4002,4172,0.84,4755,27346150,23489050,18211300,12.97
2024/09/03,23,1,0,25.6,,4032,4105,0.85,4742,27424200,23857750,18476000,13.0
2024/09/03,24,1,0,25.6,,4032,4105,0.85,4742,27583150,23847550,18481600,12.94
2024/09/03,25,1,0,24.3,rain,3854,3964,0.81,4753,27870900,22851750,18370400,12.46
2024/09/03,26,1,0,24.3,,3854,3964,0.81,4753,27990900,22727100,18355150,12.34
2024/09/03,27,1,0,24.4,,3981,4002,0.84,4685,27705450,23330500,18328100,12.66
2024/09/03,28,1,0,24.4,,3981,4002,0.84,4685,26684600,23690350,18531100,15.0
2024/09/03,29,1,0,24.0,,3993,3972,0.84,4739,26056500,23591700,18365550,17.04
2024/09/03,30,1,0,24.0,,3993,3972,0.84,4739,27270800,23051300,17954900,17.16
2024/09/03,31,1,0,25.0,rain,4033,3975,0.84,4770,25504100,22676500,17926150,17.13
2024/09/03,32,1,0,25.0,,4033,3975,0.84,4770,25782200,22890050,17449350,18.02
2024/09/03,33,1,0,24.8,,4036,3973,0.84,4793,24736000,23245100,17132950,18.09
2024/09/03,34,1,0,24.8,,4036,3973,0.84,4793,24630700,23113050,16603750,18.02
2024/09/03,35,1,0,24.6,,3896,3903,0.83,4684,24523800,22512900,16159550,18.02
2024/09/03,36,1,0,24.6,,3896,3903,0.83,4684,24066600,22278650,15877250,18.0
2024/09/03,37,1,0,24.7,cloudy,3813,3835,0.82,4594,22158800,22158750,15607900,17.75
2024/09/03,38,1,0,24.7,,3813,3835,0.82,4594,23322000,21538700,15441750,17.24
2024/09/03,39,1,0,24.2,,3630,3663,0.82,4414,23774600,20613700,15197600,15.89
2024/09/03,40,1,0,24.2,,3630,3663,0.82,4414,24146400,20021600,14722400,15.08
2024/09/03,41,1,0,23.9,,3426,3476,0.81,4227,24412500,19353050,14128050,15.52
2024/09/03,42,1,0,23.9,,3426,3476,0.81,4227,25268750,18860600,13821000,15.0
2024/09/03,43,1,0,23.7,rain,3233,3253,0.78,4143,25617800,18089250,13260550,13.35
2024/09/03,44,1,0,23.7,,3233,3253,0.78,4143,26610100,17713200,12956200,12.83
2024/09/03,45,1,0,23.6,,3076,3091,0.75,4076,26537150,17202950,12667550,12.95
2024/09/03,46,1,0,23.6,,3076,3091,0.75,4076,26607750,17016050,12575650,12.72
2024/09/03,47,1,0,23.9,,2906,2915,0.72,4002,25944000,16749000,12611550,12.5
2024/09/03,48,1,0,23.9,,2906,2915,0.72,4002,24787500,15927250,12389950,12.28
2024/09/04,1,2,0,23.6,,2682,2682,0.85,3136,23845500,16296000,12742500,12.43
2024/09/04,2,2,0,23.6,,2682,2682,0.85,3136,25766150,16697000,12981000,12.31
2024/09/04,3,2,0,23.9,,2515,2527,0.82,3062,26001250,16710600,12701300,12.56
2024/09/04,4,2,0,23.9,,2515,2527,0.82,3062,26311050,16862250,12656950,12.7
2024/09/04,5,2,0,23.7,,2454,2458,0.79,3073,26810800,16807700,12891550,12.43
2024/09/04,6,2,0,23.7,,2454,2458,0.79,3073,26772400,16812100,12898350,12.31
2024/09/04,7,2,0,23.4,cloudy,2451,2448,0.8,3050,27115600,16730400,12992400,12.31
2024/09/04,8,2,0,23.4,,2451,2448,0.8,3050,27214250,16761150,13096150,12.2
2024/09/04,9,2,0,23.0,,2474,2474,0.82,2994,26873250,16772600,12802650,12.52
2024/09/04,10,2,0,23.0,,2474,2474,0.82,2994,26823100,16782050,12782100,12.59
2024/09/04,11,2,0,23.2,,2533,2544,0.84,3008,26618400,16990150,12797650,12.7
2024/09/04,12,2,0,23.2,,2533,2544,0.84,3008,26752800,17034450,12749500,12.7
2024/09/04,13,2,0,23.3,cloudy,2675,2713,0.83,3208,27919850,17178200,13082100,12.59
2024/09/04,14,2,0,23.3,,2675,2713,0.83,3208,28610650,17532000,13571550,12.31
2024/09/04,15,2,0,23.9,,3018,3038,0.85,3520,29022900,18256900,14449200,12.31
2024/09/04,16,2,0,23.9,,3018,3038,0.85,3520,28998800,19115800,15069800,12.58
2024/09/04,17,2,0,24.8,,3445,3500,0.84,4055,29269200,20607000,16462500,12.66
2024/09/04,18,2,0,24.8,,3445,3500,0.84,4055,29384550,21922400,17309150,12.82
2024/09/04,19,2,0,25.3,cloudy,3796,3856,0.84,4481,29648400,22899300,18021750,13.5
2024/09/04,20,2,0,25.3,,3796,3856,0.84,4481,30025500,23400200,18704100,13.9
2024/09/04,21,2,0,27.1,,4016,3998,0.84,4730,31093500,23966400,19600550,13.09
2024/09/04,22,2,0,27.1,,4016,3998,0.84,4730,31472500,24161600,19930850,13.09
2024/09/04,23,2,0,27.6,,4081,4102,0.84,4827,31604200,24327500,20256550,13.09
2024/09/04,24,2,0,27.6,,4081,4102,0.84,4827,31776000,24376850,20333200,13.01
2024/09/04,25,2,0,27.8,cloudy,3983,4093,0.82,4803,32245500,23793600,20257650,12.43
2024/09/04,26,2,0,27.8,,3983,4093,0.82,4803,31637850,23503050,19994250,12.61
2024/09/04,27,2,0,27.7,,4121,4153,0.85,4818,30338550,22773950,19834900,11.5
2024/09/04,28,2,0,27.7,,4121,4153,0.85,4818,29865500,22783700,19445900,10.97
2024/09/04,29,2,0,28.7,,4171,4139,0.86,4821,28706250,22527800,19044200,12.0
2024/09/04,30,2,0,28.7,,4171,4139,0.86,4821,27384350,22181150,18626250,12.43
2024/09/04,31,2,0,29.3,sunny,4227,4183,0.9,4684,26530950,22104450,17946050,12.7
2024/09/04,32,2,0,29.3,,4227,4183,0.9,4684,25185850,22368450,17562300,15.13
2024/09/04,33,2,0,28.6,,4222,4202,0.9,4681,24104400,22505300,17187900,17.21
2024/09/04,34,2,0,28.6,,4222,4202,0.9,4681,22893050,22488350,16988700,18.02
2024/09/04,35,2,0,27.3,,4018,4044,0.87,4574,22108450,21909950,16311650,18.06
2024/09/04,36,2,0,27.3,,4018,4044,0.87,4574,21087850,21765750,15947800,18.16
2024/09/04,37,2,0,26.0,sunny,3893,3956,0.89,4371,20806800,21548000,15670100,18.13
2024/09/04,38,2,0,26.0,,3893,3956,0.89,4371,21922700,21099450,15501950,17.95
2024/09/04,39,2,0,25.3,,3707,3769,0.86,4297,22249250,20398500,14878500,16.73
2024/09/04,40,2,0,25.3,,3707,3769,0.86,4297,22168150,19958500,14711750,15.3
2024/09/04,41,2,0,24.7,,3496,3556,0.84,4148,22633400,19180100,14190700,15.12
2024/09/04,42,2,0,24.7,,3496,3556,0.84,4148,23191500,18797050,13954850,14.27
2024/09/04,43,2,0,24.3,sunny,3285,3328,0.8,4091,23876200,18433700,13597850,13.08
2024/09/04,44,2,0,24.3,,3285,3328,0.8,4091,24864950,18068650,13537400,12.61
2024/09/04,45,2,0,24.1,,3122,3155,0.78,3986,25610600,17111250,13219050,12.55
2024/09/04,46,2,0,24.1,,3122,3155,0.78,3986,25534800,16620050,12987600,12.37
2024/09/04,47,2,0,23.8,,2928,2958,0.75,3883,24901950,16338100,12997750,12.24
2024/09/04,48,2,0,23.8,,2928,2958,0.75,3883,23766050,15462100,12619300,11.89
2024/09/05,1,3,0,23.8,,2697,2716,0.88,3047,23077150,16721500,12964550,12.75
2024/09/05,2,3,0,23.8,,2697,2716,0.88,3047,24994700,16984300,12862850,12.78
2024/09/05,3,3,0,23.3,,2534,2548,0.85,2956,26336050,16645700,12859700,12.5
2024/09/05,4,3,0,23.3,,2534,2548,0.85,2956,26779050,16315850,12764750,12.5
2024/09/05,5,3,0,23.3,,2468,2474,0.83,2945,26953200,16366000,12779150,12.31
2024/09/05,6,3,0,23.3,,2468,2474,0.83,2945,26959550,16540950,12803450,12.29
2024/09/05,7,3,0,22.4,sunny,2470,2471,0.84,2931,26921000,16730700,12855550,12.2
2024/09/05,8,3,0,22.4,,2470,2471,0.84,2931,26846750,16849350,12848250,12.2
2024/09/05,9,3,0,23.5,,2487,2492,0.84,2928,27006500,16831450,12903850,12.12
2024/09/05,10,3,0,23.5,,2487,2492,0.84,2928,26933850,16913100,12799200,12.12
2024/09/05,11,3,0,23.0,,2531,2560,0.86,2940,26851400,17024900,12809400,12.31
2024/09/05,12,3,0,23.0,,2531,2560,0.86,2940,26744900,17142100,12865800,12.69
2024/09/05,13,3,0,23.2,sunny,2683,2734,0.83,3213,27316350,17768800,13120150,12.31
2024/09/05,14,3,0,23.2,,2683,2734,0.83,3213,29040450,18290150,13973050,11.77
2024/09/05,15,3,0,24.0,,3039,3064,0.82,3686,28994050,19210500,14821750,11.71
2024/09/05,16,3,0,24.0,,3039,3064,0.82,3686,28776050,19891250,15658900,11.51
2024/09/05,17,3,0,26.2,,3610,3566,0.83,4311,27889650,20203050,17198800,9.94
2024/09/05,18,3,0,26.2,,3610,3566,0.83,4311,28433250,21464050,17929400,10.0
2024/09/05,19,3,0,27.8,sunny,4067,3979,0.85,4759,28747600,22424650,18602550,10.0
2024/09/05,20,3,0,27.8,,4067,3979,0.85,4759,29458850,23019200,19237150,10.5
2024/09/05,21,3,0,27.6,,4253,4242,0.85,4947,30086900,23600100,20182850,10.5
2024/09/05,22,3,0,27.6,,4253,4242,0.85,4947,30194500,23979750,20534850,10.5
2024/09/05,23,3,0,29.8,,4364,4378,0.85,5086,30318400,24234000,20738500,10.5
2024/09/05,24,3,0,29.8,,4364,4378,0.85,5086,30519200,24380600,20819200,10.76
2024/09/05,25,3,0,28.7,sunny,4327,4368,0.85,5067,30854350,23617700,20803350,10.5
2024/09/05,26,3,0,28.7,,4327,4368,0.85,5067,31207850,23256850,20602550,10.76
2024/09/05,27,3,0,29.8,,4484,4490,0.87,5107,29854700,23799250,20560500,10.97
2024/09/05,28,3,0,29.8,,4484,4490,0.87,5107,28494050,23783450,20173150,10.97
2024/09/05,29,3,0,31.1,,4552,4494,0.89,5087,27711600,23474050,19880300,12.02
2024/09/05,30,3,0,31.1,,4552,4494,0.89,5087,26690950,23198000,19227400,12.7
2024/09/05,31,3,0,30.6,sunny,4571,4508,0.89,5089,25381050,23102050,18597200,14.22
2024/09/05,32,3,0,30.6,,4571,4508,0.89,5089,24113850,23534300,18243300,17.1
2024/09/05,33,3,0,29.8,,4549,4506,0.89,5110,23479950,23995150,18186150,18.21
2024/09/05,34,3,0,29.8,,4549,4506,0.89,5110,23043550,23980650,17782400,18.87
2024/09/05,35,3,0,28.6,,4342,4322,0.88,4906,22711350,23519550,17251850,18.87
2024/09/05,36,3,0,28.6,,4342,4322,0.88,4906,21819950,23040050,16641650,18.95
2024/09/05,37,3,0,27.6,clear,4224,4224,0.86,4873,20970050,22665650,16441800,18.87
2024/09/05,38,3,0,27.6,,4224,4224,0.86,4873,21649950,22249250,16147850,18.75
2024/09/05,39,3,0,27.6,,4029,4033,0.82,4856,22250450,21592350,15886950,17.98
2024/09/05,40,3,0,27.6,,4029,4033,0.82,4856,22387300,20610950,15218700,17.04
2024/09/05,41,3,0,27.3,,3793,3815,0.78,4836,22407350,19781850,14397550,15.24
2024/09/05,42,3,0,27.3,,3793,3815,0.78,4836,22846700,19283000,14075950,14.75
2024/09/05,43,3,0,27.2,cloudy,3558,3583,0.75,4689,23693400,18943250,13879100,14.0
2024/09/05,44,3,0,27.2,,3558,3583,0.75,4689,24502250,18718600,13762900,14.21
2024/09/05,45,3,0,26.1,,3362,3390,0.74,4505,24973300,18071050,13487300,13.29
2024/09/05,46,3,0,26.1,,3362,3390,0.74,4505,25492050,17586650,13501300,12.52
2024/09/05,47,3,0,26.2,,3145,3165,0.72,4334,25118700,16840300,13283950,12.41
2024/09/05,48,3,0,26.2,,3145,3165,0.72,4334,23889900,15778200,12859900,12.09
2024/09/06,1,4,0,25.4,,2883,2897,0.87,3277,22199050,16656650,13006250,12.3
2024/09/06,2,4,0,25.4,,2883,2897,0.87,3277,24535950,17115400,13034050,12.72
2024/09/06,3,4,0,25.2,,2700,2712,0.86,3104,25414400,16819700,12897750,13.03
2024/09/06,4,4,0,25.2,,2700,2712,0.86,3104,26139750,16643700,12894550,12.5
2024/09/06,5,4,0,25.3,,2615,2624,0.85,3070,26510750,16693000,13013800,12.73
2024/09/06,6,4,0,25.3,,2615,2624,0.85,3070,26552300,16655300,12974700,12.62
2024/09/06,7,4,0,25.2,sunny,2602,2605,0.85,3056,26635100,16719950,12963100,12.39
2024/09/06,8,4,0,25.2,,2602,2605,0.85,3056,26452300,16843850,12951050,12.28
2024/09/06,9,4,0,25.1,,2608,2618,0.85,3034,26411500,16835100,12907750,12.39
2024/09/06,10,4,0,25.1,,2608,2618,0.85,3034,26214900,16961700,12963700,12.62
2024/09/06,11,4,0,25.1,,2648,2683,0.86,3052,26234250,17382150,13238650,12.82
2024/09/06,12,4,0,25.1,,2648,2683,0.86,3052,26176850,17474400,13258000,12.82
2024/09/06,13,4,0,25.4,slightly_cloudy,2817,2878,0.84,3324,27338950,18249900,13624550,12.62
2024/09/06,14,4,0,25.4,,2817,2878,0.84,3324,28325950,19042250,14325300,12.0
2024/09/06,15,4,0,26.4,,3255,3283,0.88,3680,28709850,20288600,15217300,12.82
2024/09/06,16,4,0,26.4,,3255,3283,0.88,3680,28392800,21876000,16465050,12.68
2024/09/06,17,4,0,26.9,,3859,3867,0.87,4411,27173600,21865650,17658150,12.0
2024/09/06,18,4,0,26.9,,3859,3867,0.87,4411,27667950,22686400,18493450,10.97
2024/09/06,19,4,0,29.3,slightly_cloudy,4365,4384,0.88,4946,28201800,23402850,19213850,10.97
2024/09/06,20,4,0,29.3,,4365,4384,0.88,4946,28961200,24170300,19973300,10.97
2024/09/06,21,4,0,30.5,,4611,4602,0.89,5145,30042500,24942650,20985400,10.5
2024/09/06,22,4,0,30.5,,4611,4602,0.89,5145,30274000,25595350,21380550,10.76
2024/09/06,23,4,0,31.5,,4760,4792,0.89,5332,30275950,25792000,21573450,10.76
2024/09/06,24,4,0,31.5,,4760,4792,0.89,5332,30031650,25714200,21503400,10.5
2024/09/06,25,4,0,32.2,sunny,4753,4803,0.88,5359,30246500,24915350,21277750,10.5
2024/09/06,26,4,0,32.2,,4753,4803,0.88,5359,29643000,24469050,20895900,10.5
2024/09/06,27,4,0,32.5,,4878,4915,0.88,5513,28313150,24731900,20641400,10.97
2024/09/06,28,4,0,32.5,,4878,4915,0.88,5513,27794600,25329400,20711800,12.59
2024/09/06,29,4,0,32.5,,4907,4960,0.87,5593,27032250,25551800,20806850,16.71
2024/09/06,30,4,0,32.5,,4907,4960,0.87,5593,25852350,25361950,20452150,18.09
2024/09/06,31,4,0,32.4,clear,4881,4866,0.87,5569,24622900,24726400,20057700,18.81
2024/09/06,32,4,0,32.4,,4881,4866,0.87,5569,23433250,24916150,19410500,20.88
2024/09/06,33,4,0,30.9,,4828,4805,0.89,5408,22495750,25062100,19355500,20.88
2024/09/06,34,4,0,30.9,,4828,4805,0.89,5408,22565150,25010650,18566500,20.88
2024/09/06,35,4,0,30.2,,4577,4536,0.86,5289,21871500,24568850,17914350,20.88
2024/09/06,36,4,0,30.2,,4577,4536,0.86,5289,21171100,24143350,17248600,20.88
2024/09/06,37,4,0,29.3,clear,4431,4422,0.84,5265,21174950,23696950,17291000,19.51
2024/09/06,38,4,0,29.3,,4431,4422,0.84,5265,22089850,23072550,17400450,19.48
2024/09/06,39,4,0,28.4,,4225,4241,0.8,5237,22220800,22235300,16797400,18.81
2024/09/06,40,4,0,28.4,,4225,4241,0.8,5237,22528800,21446550,16138050,18.0
2024/09/06,41,4,0,28.2,,3995,4007,0.78,5108,22166100,20221250,15259550,16.03
2024/09/06,42,4,0,28.2,,3995,4007,0.78,5108,22440250,19562950,14638150,14.31
2024/09/06,43,4,0,27.5,clear,3754,3746,0.76,4930,22979500,19448850,14737150,14.01
2024/09/06,44,4,0,27.5,,3754,3746,0.76,4930,23412700,18925650,14472000,13.35
2024/09/06,45,4,0,27.0,,3544,3553,0.73,4803,23038000,18099850,13640050,15.0
2024/09/06,46,4,0,27.0,,3544,3553,0.73,4803,23195850,17751600,13280050,14.31
2024/09/06,47,4,0,26.5,,3317,3327,0.72,4581,22969300,17150450,13085450,12.93
2024/09/06,48,4,0,26.5,,3317,3327,0.72,4581,22017300,16230750,12723700,12.59
