date,frame,sell_amount,buy_amount,contracted_amount,tokyo_price
2024/8/21,32,24790700,26538450,19925350,18.27
2024/8/21,33,23714100,26387200,19168100,18.59
2024/8/21,34,22937350,25953150,18552050,18.83
2024/8/21,35,22768300,25208000,18069650,18.78
2024/8/21,36,22337650,24519050,17482350,18.47
2024/8/21,37,22005000,24094700,16957700,18.21
2024/8/21,38,21917600,23759500,16717100,18.17
2024/8/21,39,22145050,23291600,16266550,17.97
2024/8/21,40,22480850,22454900,16086150,17.68
2024/8/21,41,22436650,21457650,15184850,18.01
2024/8/21,42,23132000,21050550,15041850,17.47
2024/8/21,43,23464850,20746800,14905450,14
2024/8/21,44,24212300,20025200,14639600,15
2024/8/21,45,23728050,19987650,14457350,16.26
2024/8/21,46,23803950,19451800,14167000,15
2024/8/21,47,23553600,18921150,13941000,13.76
2024/8/21,48,22461750,17931600,13688550,13.23
2024/8/22,1,23409700,18565100,13702250,12.41
2024/8/22,2,25974000,19169500,13908700,12.48
2024/8/22,3,26860850,19358350,13996600,12.5
2024/8/22,4,27285200,19114200,13869600,12.5
2024/8/22,5,27407150,19049800,13940100,12.27
2024/8/22,6,27451600,18913400,13968900,12.22
2024/8/22,7,27577500,18978550,13990950,12.22
2024/8/22,8,27663950,18984050,13987600,12.22
2024/8/22,9,27722000,19347250,13988850,12.5
2024/8/22,10,27441550,19806400,13976850,12.5
2024/8/22,11,27660850,19559200,14002700,12.5
2024/8/22,12,27838850,19949100,14181400,12.5
2024/8/22,13,28337150,20869600,14488300,12.5
2024/8/22,14,28584250,21381650,14806650,12.5
2024/8/22,15,28399450,22090050,15374500,12.55
2024/8/22,16,27853500,23403150,16209550,14
2024/8/22,17,27847850,24521500,17833050,15
2024/8/22,18,27178950,26195250,19135050,18.18
2024/8/22,19,27217050,27134800,19891200,19.18
2024/8/22,20,27708250,27392600,20252400,18.54
2024/8/22,21,27925800,27781250,20906950,18.37
2024/8/22,22,28345650,28213600,21279850,18.27
2024/8/22,23,28308450,28662250,21704000,18.47
2024/8/22,24,28095950,28506550,21795850,18.27
2024/8/22,25,28376200,27283750,21135400,16.24
2024/8/22,26,28180950,27077550,20808700,14.07
2024/8/22,27,26413000,26578400,20308500,17.11
2024/8/22,28,26080350,26382050,20132150,17.88
2024/8/22,29,25628900,26066550,20084500,17.79
2024/8/22,30,25314750,26040650,20332950,18.02
2024/8/22,31,25328500,25702650,20068950,18.07
2024/8/22,32,24548850,26094300,19876250,18.21
2024/8/22,33,23790800,25915150,19192600,18.21
2024/8/22,34,23018400,25726000,18408900,18.27
2024/8/22,35,22610450,24849850,17845250,18.14
2024/8/22,36,22038100,24362500,17327750,18.14
2024/8/22,37,21386050,23938350,16842000,18.11
2024/8/22,38,21825400,23416800,16501700,18.11
2024/8/22,39,21680400,23051650,16238050,18.08
2024/8/22,40,22703700,22575900,16207250,18.17
2024/8/22,41,22957550,22535750,15749700,18.04
2024/8/22,42,23424600,22118500,15721000,15.51
2024/8/22,43,22877800,21531200,15221850,15.05
2024/8/22,44,23545400,20955350,14963450,15
2024/8/22,45,23842650,20160000,14552950,16.26
2024/8/22,46,24287650,19609950,14103550,14.46
2024/8/22,47,23889050,19345250,13902300,13.96
2024/8/22,48,23307100,18439700,13701900,13.01
2024/8/23,1,22355050,18964300,13334450,13.35
2024/8/23,2,23662550,19363750,13402300,14.47
2024/8/23,3,24408100,19156450,13402650,13.32
2024/8/23,4,24580850,19097450,13518650,13.21
2024/8/23,5,24605800,19070800,13532650,13.15
2024/8/23,6,24766650,18774600,13536600,12.96
2024/8/23,7,24765950,18753700,13539350,12.77
2024/8/23,8,24692800,18960250,13623300,13.01
2024/8/23,9,24668150,18712550,13499550,13
2024/8/23,10,24745600,18879000,13465850,13.15
2024/8/23,11,24874350,18938450,13498800,13.15
2024/8/23,12,24887150,19164250,13599250,13.31
2024/8/23,13,25408750,20240450,13791150,14.84
2024/8/23,14,26137750,20940450,14280500,13.72
2024/8/23,15,25811750,21823050,14792100,13.21
2024/8/23,16,24602800,23050700,15720300,13
2024/8/23,17,24053850,23503000,16845250,13.1
2024/8/23,18,24118000,24949200,17729900,13.83
2024/8/23,19,24403200,25861400,18665200,14.82
2024/8/23,20,24953450,26051150,19278350,15
2024/8/23,21,25096000,26407250,19856200,13.83
2024/8/23,22,25726000,26816150,20287000,13.83
2024/8/23,23,26643600,27173000,20598350,13.72
2024/8/23,24,26946650,27166050,20753750,13.26
2024/8/23,25,27362800,25734650,20788800,12.7
2024/8/23,26,26910950,25992750,20690700,13.05
2024/8/23,27,26447800,27559750,21058850,16.5
2024/8/23,28,25946550,28386150,21468600,17.93
2024/8/23,29,25540150,28345050,21330550,18.02
2024/8/23,30,24791750,28418250,21345900,18.11
2024/8/23,31,25300450,27327800,21113350,18.17
2024/8/23,32,24209000,27069500,20526750,18.26
2024/8/23,33,23421850,26541100,19718750,18.26
2024/8/23,34,22589750,26467700,18913100,18.26
2024/8/23,35,23198400,25543600,18407100,18.26
2024/8/23,36,23039100,25282100,17825500,18.26
2024/8/23,37,22663300,24977800,17496350,18.26
2024/8/23,38,22685900,24601750,17186550,18.24
2024/8/23,39,23567600,23999050,16602500,18.07
2024/8/23,40,21025150,23092900,16122450,18.07
2024/8/23,41,21496050,22163000,15417050,18.11
2024/8/23,42,22109150,21379600,15100450,17.97
2024/8/23,43,22242600,20715150,14733800,16.84
2024/8/23,44,22720900,20654300,14682200,15
2024/8/23,45,21996750,20343550,14080100,16.5
2024/8/23,46,21984100,19860800,13957200,16.5
2024/8/23,47,21969700,19771450,13949400,16.5
2024/8/23,48,21560900,18615500,13356300,13.5
2024/8/24,1,22810100,18271500,12973300,15
2024/8/24,2,24496800,18609400,12817000,13.93
2024/8/24,3,25716000,18428000,12679350,13.85
2024/8/24,4,26305450,18624600,12786050,13.5
2024/8/24,5,26597200,18703100,12998850,13.17
2024/8/24,6,26603050,18572500,12885950,13.17
2024/8/24,7,26591800,18306600,12808700,12.99
2024/8/24,8,26582450,18345100,12784150,13.03
2024/8/24,9,26677450,18219250,12724350,13.09
2024/8/24,10,26749900,18229350,12770150,13.16
2024/8/24,11,27081500,18302700,12919250,13.35
2024/8/24,12,27441400,18399200,13121350,13.09
2024/8/24,13,28143450,18948300,13367500,13.35
2024/8/24,14,28933500,19499850,13858800,13.35
2024/8/24,15,29906900,20472700,14369250,12.93
2024/8/24,16,30227700,21457800,15021700,12.83
2024/8/24,17,31228250,22549700,16176350,12.42
2024/8/24,18,31368200,24023600,16977150,12.77
2024/8/24,19,31518650,24211600,17399250,13.15
2024/8/24,20,31487800,24812300,17925500,13.01
2024/8/24,21,31906550,24936250,18383550,12.98
2024/8/24,22,32038200,24973750,18750950,13.01
2024/8/24,23,32242450,24785500,18921900,13.23
2024/8/24,24,32044550,24999800,18971500,13.35
2024/8/24,25,31512700,24674100,18768500,13.17
2024/8/24,26,30842400,24515550,18637100,12.98
2024/8/24,27,30193500,23414800,18335750,11.76
2024/8/24,28,29758050,23503400,18163350,12.42
2024/8/24,29,29025850,23078500,17650450,12.92
2024/8/24,30,28241550,22976550,17615400,13.47
2024/8/24,31,28030400,22272650,17048550,13.57
2024/8/24,32,27020000,22162950,16374350,13.97
2024/8/24,33,26274150,22124200,16178100,14.78
2024/8/24,34,24653700,22228350,15869800,18.22
2024/8/24,35,24178700,21956000,15349900,18.78
2024/8/24,36,23487400,21696250,15051000,18.88
2024/8/24,37,23434500,21620900,14659450,18.81
2024/8/24,38,23557950,21489800,14813550,18.79
2024/8/24,39,23582250,21007300,14588400,18.91
2024/8/24,40,23721000,20355700,14139700,18.05
2024/8/24,41,24510600,20130000,14122000,16.5
2024/8/24,42,24864550,19797150,14103800,14.89
2024/8/24,43,25170100,19306050,13779050,14.41
2024/8/24,44,25866100,18859100,13372750,14
2024/8/24,45,26386650,18817100,13270250,13.81
2024/8/24,46,26912650,18250950,13403400,13.17
2024/8/24,47,26492100,18016350,13316400,13.01
2024/8/24,48,24922300,17111150,13169050,12.32
2024/8/25,1,24688550,17299550,13032000,13.06
2024/8/25,2,26612750,17495850,12872200,12.74
2024/8/25,3,27606600,17195300,12892200,12.49
2024/8/25,4,28068600,17143300,13018650,12.37
2024/8/25,5,28459350,17436500,13043650,12.74
2024/8/25,6,28323050,17529150,12934800,12.8
2024/8/25,7,28207700,17451200,12890200,12.8
2024/8/25,8,28100500,17486700,12817950,12.8
2024/8/25,9,28412000,17373600,12923650,12.8
2024/8/25,10,28378200,17303500,12900000,12.74
2024/8/25,11,28471050,17533500,12891950,12.8
2024/8/25,12,28973700,17409600,13109650,12.63
2024/8/25,13,29558850,17926400,13394500,12.8
2024/8/25,14,30467150,17874650,13950800,12.74
2024/8/25,15,31072500,18889300,14480400,12.8
2024/8/25,16,31251550,19571300,14971300,12.8
2024/8/25,17,31777350,20229850,15717250,12.8
2024/8/25,18,32307100,21510850,16397150,12.8
2024/8/25,19,32128650,22670100,16674600,12.51
2024/8/25,20,31953650,23230450,16993800,12.8
2024/8/25,21,31839900,23461700,17355550,12.66
2024/8/25,22,31842450,23451750,17621350,12.66
2024/8/25,23,31879550,23379900,17836600,12.8
2024/8/25,24,31642250,23656400,17925400,12.8
2024/8/25,25,31209000,23409100,17808100,12.8
2024/8/25,26,31200400,23399400,17840300,12.8
2024/8/25,27,31001200,23673600,17447550,13.29
2024/8/25,28,30724950,23744850,17724250,13.17
2024/8/25,29,29756800,22501350,17110250,13.28
2024/8/25,30,28864200,21954400,16889350,13.57
2024/8/25,31,28472150,21503950,16376400,13.93
2024/8/25,32,27718750,21345750,16310450,14.18
2024/8/25,33,26359600,20198250,15936350,13.57
2024/8/25,34,25330450,20210050,15287300,13.72
2024/8/25,35,24998200,20208550,14882300,14.37
2024/8/25,36,25218050,20190300,14591650,15.39
2024/8/25,37,25148450,20360450,14562400,16.26
2024/8/25,38,25579500,20313900,14539350,15.5
2024/8/25,39,26094200,20138000,14387600,15.4
2024/8/25,40,25612050,19782150,14208800,15.38
2024/8/25,41,26044950,19391900,14011100,15
2024/8/25,42,26202850,19098950,13855050,14
2024/8/25,43,26265700,18638450,13539550,13.93
2024/8/25,44,27017800,18198500,13498050,13.63
2024/8/25,45,27295600,17992150,13565850,13.5
2024/8/25,46,27700350,17899350,13536000,13.25
2024/8/25,47,27480450,17762600,13618050,12.46
2024/8/25,48,26627350,16976950,13640650,10.82
2024/8/26,1,25171550,18852900,13661050,12.88
2024/8/26,2,25667500,19247850,13769400,12.46
2024/8/26,3,25722500,19173250,13625100,12.61
2024/8/26,4,26014950,18938500,13611150,12.19
2024/8/26,5,26268350,18803200,13604850,11.76
2024/8/26,6,26535550,18942750,13612750,12.37
2024/8/26,7,26631450,18838400,13624450,12.37
2024/8/26,8,26842400,18738950,13645350,12.08
2024/8/26,9,26672300,18745400,13678600,12.37
2024/8/26,10,26677400,18836350,13640350,12.55
2024/8/26,11,26355400,19057250,13564950,12.74
2024/8/26,12,26418950,19536950,13761900,12.74
2024/8/26,13,26804250,20758650,14312800,12.88
2024/8/26,14,27463700,21382150,14660150,12.77
2024/8/26,15,27696650,22136650,15288100,12.85
2024/8/26,16,26846500,22378700,15919800,12.74
2024/8/26,17,25297550,22117950,17255950,11.83
2024/8/26,18,25575100,23581800,18193450,12.92
2024/8/26,19,26022000,25074200,19243050,13.75
2024/8/26,20,26517800,25515900,19859800,13.74
2024/8/26,21,27443400,26122550,20705300,13.58
2024/8/26,22,27481900,26371600,21100000,13.46
2024/8/26,23,27254300,26689100,21356300,13.62
2024/8/26,24,27075300,26916150,21442950,13.58
2024/8/26,25,27434550,26117700,21384350,12
2024/8/26,26,26890100,26329400,21172750,13
2024/8/26,27,26512150,27469350,21175950,14.82
2024/8/26,28,25684950,28328100,21499300,18.79
2024/8/26,29,25241200,28418700,21385950,18.95
2024/8/26,30,24499300,28472050,21306000,20
2024/8/26,31,24205800,27065900,20850600,18.98
2024/8/26,32,23983800,27189900,20777500,18.81
2024/8/26,33,23381300,27135750,20293750,18.95
2024/8/26,34,22940850,26826100,19622900,19
2024/8/26,35,22281050,25904150,18775850,18.91
2024/8/26,36,21563150,25313350,17956900,18.85
2024/8/26,37,21069200,24830200,17421700,18.81
2024/8/26,38,21993700,24211750,17384200,18.79
2024/8/26,39,22206850,23417350,16865850,18.69
2024/8/26,40,21704800,22429200,16157150,18.77
2024/8/26,41,22011400,21953750,15496500,18.48
2024/8/26,42,23013200,21233400,15109250,18
2024/8/26,43,23152900,20596000,14588200,18
2024/8/26,44,23480800,20027800,14296450,16.76
2024/8/26,45,23617800,19892150,14260800,15.04
2024/8/26,46,23536500,19122200,13907650,13.87
2024/8/26,47,22883000,18723500,13938600,13.72
2024/8/26,48,21421700,17859950,13641000,13.48
2024/8/27,1,22768450,19016850,13668300,13.68
2024/8/27,2,23630800,20016400,13773750,13.17
2024/8/27,3,24284050,19901250,13535250,13.06
2024/8/27,4,24647350,19573650,13748750,12.78
2024/8/27,5,24593450,19487950,13542100,12.86
2024/8/27,6,24724800,19762700,13707500,12.89
2024/8/27,7,24827750,19775650,13835000,12.97
2024/8/27,8,24911800,19651050,13862850,12.92
2024/8/27,9,24979050,19559800,13843850,12.81
2024/8/27,10,25002500,19603100,13848500,12.81
2024/8/27,11,25152950,19731400,13828350,12.84
2024/8/27,12,25292050,19805550,13875850,12.92
2024/8/27,13,25728250,20204950,14110100,12.98
2024/8/27,14,26317900,20728800,14499300,12.92
2024/8/27,15,26457250,21041400,15150850,12.8
2024/8/27,16,25628600,22012400,15795800,13.42
2024/8/27,17,25510650,23302800,17209100,13.65
2024/8/27,18,25235300,25260600,18419100,18
2024/8/27,19,25237800,26325750,19381750,18.79
2024/8/27,20,25661600,26919100,19775900,18.77
2024/8/27,21,26511600,27389250,20527550,18.74
2024/8/27,22,26813550,27825400,20928300,18.69
2024/8/27,23,26598300,28056150,21086650,18.76
2024/8/27,24,26408400,28077550,21095350,18
2024/8/27,25,26185250,26873050,20508150,14.29
2024/8/27,26,26337250,26794800,20397150,14.01
2024/8/27,27,25081450,26823550,20307000,17.02
2024/8/27,28,24611550,27239300,20605450,18.84
2024/8/27,29,23901150,27429450,20708550,19.31
2024/8/27,30,23375850,27457150,20319200,20.19
2024/8/27,31,23244300,26370050,19577400,20.96
2024/8/27,32,23149000,26326350,19627800,20
2024/8/27,33,22829950,26484150,19280750,20.38
2024/8/27,34,22078750,26216800,18668200,20.72
2024/8/27,35,21499950,25469600,18020000,20.72
2024/8/27,36,21418950,24839800,17568850,20.34
2024/8/27,37,21201150,24663750,17142750,20
2024/8/27,38,21540950,24241400,17287500,19.31
2024/8/27,39,22077250,23456850,16748350,18.81
2024/8/27,40,21427100,22539000,16046000,18.98
2024/8/27,41,21426150,21485350,15277050,18.84
2024/8/27,42,22441150,21048000,15091000,17
2024/8/27,43,22736050,20346950,14326150,18
2024/8/27,44,23320150,19782950,14014950,16.06
2024/8/27,45,23614500,19400700,13819850,14.9
2024/8/27,46,24001800,19005500,13690300,13.75
2024/8/27,47,23780350,18582150,13753750,13.5
2024/8/27,48,23106400,17679450,13721050,12.69
2024/8/28,1,23514700,19760950,13660150,13.39
2024/8/28,2,25409450,20061450,13957750,13.39
2024/8/28,3,25818950,20286750,13899150,13.39
2024/8/28,4,25914600,20430350,13865300,13.39
2024/8/28,5,25836050,20424350,13894250,13.39
2024/8/28,6,25931850,20495950,13910450,13.39
2024/8/28,7,26003600,20223700,13970700,13.39
2024/8/28,8,25975950,20278050,13969350,13.39
2024/8/28,9,26151850,20171400,14181900,13.39
2024/8/28,10,26132300,20163700,14128600,13.39
2024/8/28,11,26042350,20408100,14011100,13.39
2024/8/28,12,25704550,20535050,14063500,13.54
2024/8/28,13,25833600,21530650,14213500,13.93
2024/8/28,14,26387600,22115450,14549850,13.94
2024/8/28,15,26106200,22708450,15010650,13.39
2024/8/28,16,24552050,23279450,15598500,13.94
2024/8/28,17,23167150,22596450,16622200,13.68
2024/8/28,18,23451600,23761100,17491450,13.81
2024/8/28,19,23806800,25091150,17868200,13.86
2024/8/28,20,24327750,25796500,18280950,14
2024/8/28,21,24925900,26100150,18871950,13.86
2024/8/28,22,25093050,26402400,19280750,13.86
2024/8/28,23,25164200,26805350,19491900,13.86
2024/8/28,24,25104500,26868150,19597700,14
2024/8/28,25,24873250,25922800,19396650,13.85
2024/8/28,26,24606050,26070850,19250600,14.03
2024/8/28,27,24646550,26621400,19681750,18.69
2024/8/28,28,24108100,27256400,20117550,18.98
2024/8/28,29,23690900,27061150,19923400,20
2024/8/28,30,23192650,27049050,19667950,21.09
2024/8/28,31,22861050,25779150,19240100,20.32
2024/8/28,32,22307700,25859700,18660200,21.09
2024/8/28,33,21896050,25922650,18157050,21.09
2024/8/28,34,22463700,25571000,17505400,21.09
2024/8/28,35,22260500,24596400,17491850,21.09
2024/8/28,36,21822900,23980850,17084950,21.09
2024/8/28,37,21348100,23986000,16389700,21.09
2024/8/28,38,21462150,23768700,16687200,21.09
2024/8/28,39,21873650,22921600,16305200,21
2024/8/28,40,21994500,21931350,15870200,19
2024/8/28,41,22055900,20858400,14871800,18.06
2024/8/28,42,22680250,20382100,14661000,16.33
2024/8/28,43,22807850,19551300,14038250,15
2024/8/28,44,23798700,19184700,13779250,14.36
2024/8/28,45,24516150,19030150,13744200,13.86
2024/8/28,46,24857400,18517650,13665500,13.68
2024/8/28,47,24593700,18327700,13802600,13.5
2024/8/28,48,24205900,17679450,13823700,13.39
2024/8/29,1,23342850,19550200,13773700,13.28
2024/8/29,2,24905850,19693500,13446250,13.28
2024/8/29,3,25722250,19674450,13394500,13.19
2024/8/29,4,25970550,19465200,13302550,13.03
2024/8/29,5,26153450,19313550,13266100,12.85
2024/8/29,6,26249100,19218200,13333650,12.83
2024/8/29,7,26349400,19144650,13325500,12.83
2024/8/29,8,26276750,19105200,13352850,12.83
2024/8/29,9,26105750,19226800,13321350,12.83
2024/8/29,10,25828850,19392000,13300550,12.92
2024/8/29,11,25905700,19460850,13246550,12.84
2024/8/29,12,25730250,19515500,13427900,12.92
2024/8/29,13,26039650,20193500,13629750,12.92
2024/8/29,14,26083650,20935150,13850300,12.92
2024/8/29,15,25398250,21731350,14125350,13.23
2024/8/29,16,23396100,22136500,14660050,13.87
2024/8/29,17,21223850,21912050,14979850,13.81
2024/8/29,18,20508600,23232450,15250300,14.33
2024/8/29,19,20655250,24607800,15772650,15.3
2024/8/29,20,20881950,24918100,16242450,15
2024/8/29,21,21505100,25537500,16676450,14.46
2024/8/29,22,21746700,25751000,16921700,13.98
2024/8/29,23,21616950,25866700,16942900,14.08
2024/8/29,24,21508950,25881750,16979300,14.16
2024/8/29,25,21993800,24694600,16953300,13.86
2024/8/29,26,21765700,24524750,16931250,13.86
2024/8/29,27,21538450,25775100,17174250,17.62
2024/8/29,28,21189450,25954050,17521500,19.11
2024/8/29,29,20820100,25480850,17277050,19.73
2024/8/29,30,20482550,25414150,17004250,20.19
2024/8/29,31,20076000,24646150,16548750,21.04
2024/8/29,32,20120850,24285600,16599000,21.04
2024/8/29,33,19901250,24066850,16381900,21.04
2024/8/29,34,20786100,23407900,15987500,21.04
2024/8/29,35,21375600,22641250,15935500,20
2024/8/29,36,21883250,22019600,15862250,19.73
2024/8/29,37,21859800,21925600,15670950,19.73
2024/8/29,38,21486600,21650050,15701750,19.11
2024/8/29,39,20517750,20850750,15073300,18.84
2024/8/29,40,21067800,20417600,14647850,18.78
2024/8/29,41,21429450,19787950,13748200,17
2024/8/29,42,22241450,19381100,13471950,16
2024/8/29,43,22645300,18835600,13152250,14
2024/8/29,44,23623300,18705700,13007950,14
2024/8/29,45,24267800,18699150,13235400,13.81
2024/8/29,46,24891500,18317050,13508300,13.39
2024/8/29,47,24796200,17933850,13397800,13.01
2024/8/29,48,24067700,17164150,13223850,13
2024/8/30,1,22974850,18532700,12897200,13.09
2024/8/30,2,24467000,19618650,13094400,13.09
2024/8/30,3,24940050,19865700,13104900,13
2024/8/30,4,25164850,19940000,13219250,13
2024/8/30,5,25340950,19915300,13256850,12.86
2024/8/30,6,25329600,19745350,13259400,12.74
2024/8/30,7,25267100,19655000,13335350,12.67
2024/8/30,8,25174700,19576900,13378450,12.61
2024/8/30,9,25012550,19621250,13404750,12.61
2024/8/30,10,24711000,19661900,13368950,12.67
2024/8/30,11,24287750,19711700,13369200,12.86
2024/8/30,12,24348850,19928650,13411000,12.95
2024/8/30,13,24353200,20827650,13755800,12.83
2024/8/30,14,24429700,21489200,13961700,13.09
2024/8/30,15,24699950,22994700,14471900,13.59
2024/8/30,16,22830050,22809150,14712350,13.79
2024/8/30,17,21175600,22860650,15380200,13.68
2024/8/30,18,20213000,23827200,15917550,13.97
2024/8/30,19,19802300,25265800,16289800,15.2
2024/8/30,20,20205900,26172950,16679050,15.51
2024/8/30,21,20775000,27022150,17247000,15.46
2024/8/30,22,20739850,27555650,17503800,15.36
2024/8/30,23,20987050,27915200,17791100,14.84
2024/8/30,24,21262700,27999350,17898650,14.1
2024/8/30,25,21360750,26885950,17968750,13.75
2024/8/30,26,21378000,26662150,18040850,13.65
2024/8/30,27,21451000,27757950,18469100,15.25
2024/8/30,28,21215800,28445550,18661950,18.77
2024/8/30,29,21198050,28555350,18994650,18.91
2024/8/30,30,20516850,28082800,18777350,19.15
2024/8/30,31,20588900,27299000,18606600,19.15
2024/8/30,32,20098350,27141800,18471450,19.15
2024/8/30,33,19946350,26998450,18038450,20.72
2024/8/30,34,19627500,26398000,17521750,21
2024/8/30,35,19370150,25513350,17238200,20
2024/8/30,36,19615800,24853150,16960300,19.15
2024/8/30,37,19533850,24498750,16862600,19.15
2024/8/30,38,19669400,24049500,16680800,19.11
2024/8/30,39,20230300,23161700,15990500,18.78
2024/8/30,40,20308150,22508450,15412350,18.81
2024/8/30,41,20743000,21663700,14705900,17.95
2024/8/30,42,21673200,21124450,14519450,16.07
2024/8/30,43,21640650,20916050,14043550,15
2024/8/30,44,22191200,20393300,13780150,13.93
2024/8/30,45,22479550,20089850,13665600,14.25
2024/8/30,46,22802300,19660950,13724250,13.75
2024/8/30,47,22785050,19359950,13704500,13.69
2024/8/30,48,22198800,17906650,13567150,13.54
2024/8/31,1,23044950,17337950,12722450,13
2024/8/31,2,24389200,18015150,12380250,14
2024/8/31,3,25479100,18302100,12343750,14.05
2024/8/31,4,25750000,17919700,12256100,13.03
2024/8/31,5,25810350,17911900,12243100,13.03
2024/8/31,6,25878900,17819400,12246100,13.03
2024/8/31,7,25910200,17852150,12263150,13.03
2024/8/31,8,25946750,17582750,12221850,13.03
2024/8/31,9,25901450,17709950,12226400,13.03
2024/8/31,10,25948550,17625400,12306900,13.03
2024/8/31,11,26057050,17980750,12385000,13.03
2024/8/31,12,26292100,17829400,12575100,13
2024/8/31,13,26817050,17859450,12553250,13.03
2024/8/31,14,27153900,18288800,12879150,13.03
2024/8/31,15,27368400,18682700,13070550,13.03
2024/8/31,16,27753500,19144400,13490400,13.03
2024/8/31,17,27479850,19615800,13854150,13.03
2024/8/31,18,26938750,20928450,14521900,13.03
2024/8/31,19,26490300,21604950,14907450,13.83
2024/8/31,20,26466350,22808950,15269900,13.7
2024/8/31,21,26873350,23358550,15487900,13.4
2024/8/31,22,27132500,23598450,15734450,13.03
2024/8/31,23,26833350,23818750,15944350,13.53
2024/8/31,24,27202900,23317200,16025250,13.46
2024/8/31,25,27188350,23004600,16087300,13.03
2024/8/31,26,26920150,22884000,16201400,13.03
2024/8/31,27,25926400,21982500,15760950,13.01
2024/8/31,28,25525000,21451250,15410250,12.71
2024/8/31,29,24980800,21059600,15157450,13.61
2024/8/31,30,24516850,20913350,15222400,14.32
2024/8/31,31,24427300,20461250,14876200,15
2024/8/31,32,23270400,20342800,14663400,15.49
2024/8/31,33,23919400,20288850,14705900,15.83
2024/8/31,34,23195700,20254600,14446950,16.9
2024/8/31,35,23050750,19631700,13964850,15.5
2024/8/31,36,22699200,19592050,13793050,16.26
2024/8/31,37,22602050,19684900,13981900,17
2024/8/31,38,22580550,19522050,13843350,17
2024/8/31,39,22662050,19342500,13784000,16.48
2024/8/31,40,22472900,19042050,13710300,15.1
2024/8/31,41,22790700,18967950,13702950,15.18
2024/8/31,42,22843000,18666500,13523900,15.04
2024/8/31,43,23420750,18556800,13419200,15.04
2024/8/31,44,23895050,18311350,13243450,14.51
2024/8/31,45,24176250,17976800,12975450,13.27
2024/8/31,46,24187750,17577050,12872200,12.66
2024/8/31,47,23656350,17376000,13083850,12.5
2024/8/31,48,22663950,16382700,12769450,12.07
2024/9/1,1,22981850,16364150,12501100,17.15
2024/9/1,2,24660850,16718350,12328250,16.99
2024/9/1,3,25744300,16481900,12286950,13.96
2024/9/1,4,26321150,16107550,12365550,12.66
2024/9/1,5,26424550,16102000,12295600,14.6
2024/9/1,6,26207300,16089150,12272250,13.67
2024/9/1,7,25924450,16055950,12219650,13.58
2024/9/1,8,25820750,15883850,12156300,12.51
2024/9/1,9,25874050,16046750,12145250,12.66
2024/9/1,10,25940650,16004900,12223100,12.51
2024/9/1,11,26030350,16188500,12237050,12.65
2024/9/1,12,26469500,15971650,12286350,12.51
2024/9/1,13,27242750,16389850,12606300,12.57
2024/9/1,14,28514750,16832450,13079300,12.57
2024/9/1,15,29413850,18025650,13675200,16.34
2024/9/1,16,29848600,18464050,14144200,15.06
2024/9/1,17,30169800,19119900,14897750,12.62
2024/9/1,18,30283250,19531850,15447050,12.59
2024/9/1,19,30811550,19734200,15968600,12.66
2024/9/1,20,31208850,20216400,16430150,12.74
2024/9/1,21,31314050,20258300,16719750,12.59
2024/9/1,22,31463300,20502650,16954700,12.46
2024/9/1,23,31431300,20846000,17258650,12.43
2024/9/1,24,31383150,20951350,17224600,12.43
2024/9/1,25,30718850,21678700,17428500,12.55
2024/9/1,26,30186150,21803350,17381750,12.66
2024/9/1,27,29972300,21717250,17253400,12.76
2024/9/1,28,29343650,21674850,16907000,14.31
2024/9/1,29,29057450,21444450,16565750,15
2024/9/1,30,29462050,21715350,16949350,13.63
2024/9/1,31,28591450,21370900,16838100,17.08
2024/9/1,32,27110850,21266600,16524100,16
2024/9/1,33,26294350,20829300,16125800,14.15
2024/9/1,34,24869350,20903150,15749450,16.88
2024/9/1,35,24161850,20931400,15388550,17.21
2024/9/1,36,23400750,21300400,15470900,18.34
2024/9/1,37,22726800,21407500,15376550,19
2024/9/1,38,22575650,21351750,15374950,19
2024/9/1,39,22552900,21373650,15349900,19
2024/9/1,40,22673100,20903800,15219900,18.34
2024/9/1,41,22896600,20459600,14935300,17.27
2024/9/1,42,23209950,19904050,14588700,17.03
2024/9/1,43,23690900,19751550,14360750,15.86
2024/9/1,44,24099850,19386200,14086050,15.24
2024/9/1,45,23453700,18504350,13296950,14.28
2024/9/1,46,23576150,18254500,13343650,14.29
2024/9/1,47,23522100,17301650,12712850,12.7
2024/9/1,48,22730850,16589350,12370750,13.29
2024/9/2,1,22998100,17212650,13071050,16.73
2024/9/2,2,24962950,17551550,13289050,13.63
2024/9/2,3,25766700,17453650,13285200,13.31
2024/9/2,4,26165450,17313150,13218550,13.15
2024/9/2,5,26674750,17127750,13079900,12.95
2024/9/2,6,27021650,17033650,12992600,12.84
2024/9/2,7,27012850,17031500,12953750,12.84
2024/9/2,8,27077250,17124850,13017550,12.84
2024/9/2,9,27260450,17186850,13034600,12.84
2024/9/2,10,27277200,17286950,13012900,12.95
2024/9/2,11,26633700,17562100,13157350,13.04
2024/9/2,12,26468050,17714250,13269550,13.03
2024/9/2,13,27043900,18238900,13589450,13.33
2024/9/2,14,27506900,18735100,14299500,13.59
2024/9/2,15,27888350,19612150,14921750,13.36
2024/9/2,16,26883900,20475050,15661750,13.18
2024/9/2,17,25203450,20633700,16508900,12.44
2024/9/2,18,25049500,21677450,17060850,12.47
